key,Distance,Time
"(0, 0)",0.0,0.0
"(0, 1)",3745.07,6.777333333333333
"(0, 2)",2225.08,2.6636666666666664
"(0, 3)",1222.4,1.7381666666666666
"(0, 4)",230.51,0.461
"(0, 5)",266.76,0.5335
"(0, 6)",1345.46,1.8516666666666666
"(0, 7)",1272.34,1.7841666666666667
"(0, 8)",1049.43,3.0651666666666664
"(0, 9)",2751.73,7.149666666666667
"(0, 10)",1510.01,2.6319999999999997
"(0, 11)",219.44,0.4388333333333333
"(0, 12)",1734.33,2.2106666666666666
"(0, 13)",2148.46,4.736666666666666
"(0, 14)",2315.59,8.129666666666665
"(0, 15)",1912.96,2.3755
"(0, 16)",1573.34,2.062
"(0, 17)",2843.11,4.959333333333333
"(0, 18)",2058.61,4.377166666666667
"(0, 19)",3774.95,6.896833333333333
"(0, 20)",553.92,1.1078333333333332
"(0, 21)",406.19,0.8123333333333334
"(0, 22)",1654.32,2.1368333333333336
"(0, 23)",237.62,0.4751666666666667
"(0, 24)",2144.31,7.444500000000001
"(0, 25)",2083.3,4.476
"(0, 26)",2122.64,7.3580000000000005
"(0, 27)",2158.23,7.500333333333333
"(0, 28)",1160.11,1.6806666666666668
"(0, 29)",2508.88,6.178333333333333
"(0, 30)",2124.99,4.642833333333333
"(0, 31)",887.13,1.4286666666666665
"(0, 32)",135.81,0.27166666666666667
"(0, 33)",1716.19,2.193833333333333
"(0, 34)",2272.88,5.234333333333334
"(0, 35)",3820.75,7.08
"(0, 36)",2288.26,8.020333333333333
"(0, 37)",44.37,0.08866666666666667
"(0, 38)",1411.12,4.511833333333333
"(0, 39)",2128.51,7.381333333333333
"(0, 40)",2008.44,2.4636666666666667
"(0, 41)",2156.02,4.7668333333333335
"(0, 42)",1265.04,1.7775
"(0, 43)",2344.34,2.7736666666666663
"(0, 44)",3932.67,7.527666666666667
"(0, 45)",533.9,1.0676666666666668
"(0, 46)",2754.52,4.605
"(0, 47)",1510.01,2.6319999999999997
"(0, 48)",1685.49,2.1655
"(0, 49)",3.34,0.006666666666666667
"(0, 50)",2003.57,4.157166666666667
"(1, 0)",3745.07,6.777333333333333
"(1, 1)",0.0,0.0
"(1, 2)",1523.59,4.117
"(1, 3)",3834.92,6.2505
"(1, 4)",3975.58,7.238333333333333
"(1, 5)",4011.83,7.310833333333333
"(1, 6)",3957.98,6.364
"(1, 7)",2472.88,4.993166666666666
"(1, 8)",1457.68,5.830666666666666
"(1, 9)",3593.44,10.0275
"(1, 10)",4122.53,7.144333333333334
"(1, 11)",3525.64,6.3385
"(1, 12)",4346.85,6.723
"(1, 13)",2990.17,7.6145
"(1, 14)",1345.61,5.382333333333333
"(1, 15)",1835.72,4.405
"(1, 16)",4185.85,6.574333333333333
"(1, 17)",2027.0,6.307
"(1, 18)",2900.32,7.255
"(1, 19)",29.87,0.1195
"(1, 20)",4298.99,7.885166666666667
"(1, 21)",4151.26,7.589666666666666
"(1, 22)",4266.84,6.649166666666666
"(1, 23)",3982.7,7.2524999999999995
"(1, 24)",1174.33,4.697166666666666
"(1, 25)",2925.01,7.353833333333333
"(1, 26)",384.47,1.5378333333333332
"(1, 27)",348.88,1.3955
"(1, 28)",3772.63,6.193
"(1, 29)",3350.59,9.056166666666666
"(1, 30)",2328.27,7.5120000000000005
"(1, 31)",3499.65,5.941
"(1, 32)",3609.26,6.505833333333333
"(1, 33)",4328.71,6.706166666666666
"(1, 34)",2180.38,6.9205000000000005
"(1, 35)",75.67,0.30266666666666664
"(1, 36)",1318.28,5.273
"(1, 37)",3700.71,6.688666666666666
"(1, 38)",1095.98,4.383833333333333
"(1, 39)",1158.54,4.634
"(1, 40)",1740.23,4.316999999999999
