,lat,lon
0,42.379457,-89.035025
1,42.378572,-89.03776
2,42.375871,-89.034477
3,42.373923,-89.029902
4,42.379669,-89.038105
5,42.377389,-89.030022
6,42.377699,-89.032438
7,42.375583,-89.033293
8,42.369549,-89.029278
9,42.373769,-89.033376
10,42.371033,-89.02688
11,42.377847,-89.03259
12,42.369065,-89.035508
13,42.372409,-89.03047
14,42.374147,-89.028991
15,42.37078,-89.027376
16,42.373617,-89.033422
17,42.37844,-89.027299
18,42.372965,-89.027397
19,42.37951,-89.037107
20,42.3765,-89.032332
21,42.378448,-89.026908
22,42.373991,-89.027945
23,42.371915,-89.026398
24,42.37391,-89.031258
25,42.37804,-89.03414
26,42.375915,-89.026803
27,42.379555,-89.029062
28,42.380967,-89.029119
29,42.376069,-89.037404
30,42.378441,-89.027276
31,42.369825,-89.029863
32,42.377892,-89.025815
33,42.37277,-89.035351
34,42.380697,-89.032333
35,42.370473,-89.031778
36,42.380715,-89.031117
37,42.370912,-89.029219
38,42.380726,-89.026914
39,42.36904,-89.030656
40,42.370381,-89.026475
41,42.380444,-89.036772
42,42.370072,-89.033301
43,42.368337,-89.033929
44,42.368894,-89.031544
45,42.373161,-89.028228
46,42.378283,-89.032398
47,42.376657,-89.031798
48,42.375932,-89.037401
49,42.375746,-89.033294
50,42.373821,-89.028288
