,lat,lon
0,41.674077,-87.631555
1,41.674086,-87.637892
2,41.674669,-87.633382
3,41.668772,-87.636406
4,41.673395,-87.635745
5,41.674421,-87.635184
6,41.672442,-87.633723
7,41.67272,-87.637532
8,41.674072,-87.632158
9,41.673515,-87.63335
10,41.670625,-87.633421
11,41.668558,-87.63258
12,41.672546,-87.632114
13,41.668518,-87.633187
14,41.672794,-87.634533
15,41.667779,-87.636164
16,41.674355,-87.639028
17,41.66867,-87.631977
18,41.670615,-87.634275
19,41.668101,-87.636861
20,41.670115,-87.637128
21,41.674539,-87.633378
22,41.671941,-87.638106
23,41.667761,-87.631346
24,41.674679,-87.634588
25,41.669979,-87.635039
26,41.674355,-87.638981
27,41.668743,-87.638953
28,41.672058,-87.631496
29,41.668575,-87.634987
30,41.670062,-87.638047
31,41.668818,-87.632142
32,41.671421,-87.632685
33,41.668799,-87.633897
34,41.672429,-87.634995
35,41.673182,-87.637546
36,41.668349,-87.636184
37,41.672443,-87.633639
38,41.671995,-87.632095
39,41.672205,-87.635706
40,41.668492,-87.633784
41,41.674257,-87.630959
42,41.673865,-87.634564
43,41.673084,-87.633937
44,41.674618,-87.63158
45,41.667804,-87.634958
46,41.670297,-87.632355
47,41.669677,-87.637377
48,41.67274,-87.636336
49,41.667208,-87.63855
50,41.672388,-87.638868
