,lat,lon
0,39.926481,-91.380927
1,39.93795,-91.37893
2,39.927079,-91.377567
3,39.925666,-91.385292
4,39.933698,-91.377622
5,39.930056,-91.390972
6,39.930855,-91.38322
7,39.938666,-91.387637
8,39.929865,-91.3889
9,39.926293,-91.385832
10,39.936909,-91.395523
11,39.927049,-91.384281
12,39.933027,-91.376289
13,39.937049,-91.377639
14,39.92423,-91.381777
15,39.921531,-91.384236
16,39.931804,-91.387735
17,39.924107,-91.384264
18,39.934301,-91.379758
19,39.935579,-91.393068
20,39.933604,-91.376158
21,39.92298,-91.379219
22,39.939189,-91.380346
23,39.930002,-91.394523
24,39.919579,-91.385293
25,39.924004,-91.391918
26,39.930815,-91.377599
27,39.935002,-91.38711
28,39.934907,-91.393659
29,39.925121,-91.392201
30,39.938058,-91.390175
31,39.934699,-91.381012
32,39.925914,-91.391936
33,39.932454,-91.383436
34,39.923076,-91.37922
35,39.927761,-91.39646
36,39.928722,-91.382347
37,39.931828,-91.391849
38,39.931089,-91.378761
39,39.919992,-91.390253
40,39.939811,-91.38663
41,39.937461,-91.39239
42,39.929475,-91.386145
43,39.931356,-91.393629
44,39.938234,-91.376877
45,39.93628,-91.377638
46,39.933492,-91.380989
47,39.920245,-91.376609
48,39.92685,-91.381449
49,39.923671,-91.395682
50,39.931088,-91.379134
