,lat,lon
0,37.52741,-88.8285
1,37.529662,-88.842143
2,37.519625,-88.825323
3,37.519523,-88.830938
4,37.517672,-88.819248
5,37.511874,-88.824308
6,37.510654,-88.827652
7,37.519959,-88.83904
8,37.516134,-88.834539
9,37.509831,-88.842735
10,37.530213,-88.841775
11,37.516204,-88.821615
12,37.526082,-88.828535
13,37.510202,-88.827111
14,37.523092,-88.843027
15,37.507913,-88.835509
16,37.509469,-88.826231
17,37.506785,-88.823022
18,37.508466,-88.83507
19,37.511483,-88.824372
20,37.526798,-88.828508
21,37.518434,-88.838278
22,37.524226,-88.82857
23,37.509527,-88.842312
24,37.513712,-88.828013
25,37.508155,-88.824656
26,37.508351,-88.835166
27,37.530934,-88.824056
28,37.519508,-88.833581
29,37.527914,-88.828494
30,37.52452,-88.828569
31,37.517524,-88.836894
32,37.515732,-88.822492
33,37.519649,-88.839013
34,37.530196,-88.840099
35,37.530208,-88.841301
36,37.527497,-88.8384
37,37.530544,-88.828495
38,37.511469,-88.824374
39,37.51716,-88.836266
40,37.509227,-88.834473
41,37.524198,-88.82857
42,37.509516,-88.826288
43,37.516676,-88.835441
44,37.509527,-88.842312
45,37.522373,-88.82856
46,37.520621,-88.838974
47,37.51926,-88.838886
48,37.510837,-88.833166
49,37.526095,-88.828534
50,37.508961,-88.825623
