,lat,lon
0,41.993269,-87.723913
1,41.991156,-87.726914
2,41.996239,-87.723969
3,41.99372,-87.724639
4,41.992859,-87.72019
5,41.991797,-87.721403
6,41.994609,-87.726402
7,41.997895,-87.72013
8,41.990131,-87.726233
9,41.990834,-87.723737
10,41.991647,-87.725004
11,41.997446,-87.726042
12,41.993743,-87.720429
13,41.990218,-87.719938
14,41.997392,-87.722094
15,41.99374,-87.721025
16,41.994859,-87.723321
17,41.991294,-87.720154
18,41.995394,-87.722091
19,41.993937,-87.727018
20,41.992064,-87.72761
21,41.994773,-87.723319
22,41.994762,-87.723941
23,41.991292,-87.721392
24,41.997315,-87.723088
25,41.992692,-87.725754
26,41.996792,-87.724529
27,41.993255,-87.721435
28,41.991868,-87.724395
29,41.9947,-87.725182
30,41.993823,-87.720213
31,41.993612,-87.72392
32,41.997823,-87.725612
33,41.991294,-87.720756
34,41.991292,-87.722007
35,41.994404,-87.727025
36,41.993728,-87.723161
37,41.996327,-87.722748
38,41.99625,-87.724586
39,41.99232,-87.72575
40,41.994046,-87.723928
41,41.996638,-87.725822
42,41.990848,-87.725778
43,41.996057,-87.724581
44,41.996117,-87.720875
45,41.995473,-87.72667
46,41.990177,-87.722785
47,41.99371,-87.726613
48,41.99416,-87.720828
49,41.99218,-87.72586
50,41.995044,-87.726406
