,lat,lon
0,40.655484,-90.279857
1,40.651158,-90.271815
2,40.669712,-90.261282
3,40.657948,-90.271735
4,40.662372,-90.260283
5,40.656447,-90.266987
6,40.663402,-90.271657
7,40.662302,-90.262146
8,40.666204,-90.271645
9,40.660179,-90.266013
10,40.660183,-90.266727
11,40.64871,-90.271853
12,40.648905,-90.27185
13,40.662978,-90.271662
14,40.648882,-90.27185
15,40.658346,-90.271732
16,40.655311,-90.267034
17,40.656372,-90.271758
18,40.655989,-90.276406
19,40.655525,-90.280861
20,40.66014,-90.262313
21,40.669646,-90.265091
22,40.655378,-90.266996
23,40.660178,-90.262247
24,40.660129,-90.262871
25,40.663094,-90.271661
26,40.662358,-90.2593
27,40.655246,-90.268324
28,40.667046,-90.271642
29,40.661812,-90.262181
30,40.655311,-90.267034
31,40.664589,-90.271649
32,40.64837,-90.271858
33,40.655989,-90.276406
34,40.669651,-90.265686
35,40.658279,-90.271732
36,40.667779,-90.27164
37,40.655447,-90.26698
38,40.66589,-90.271646
39,40.66967,-90.267409
40,40.662294,-90.271671
41,40.658711,-90.271729
42,40.667167,-90.271642
43,40.660236,-90.262201
44,40.66014,-90.262313
45,40.648718,-90.281136
46,40.66804,-90.271635
47,40.655337,-90.274112
48,40.664487,-90.271649
49,40.655445,-90.281138
50,40.662387,-90.261948
