key,Distance,Time
"(0, 0)",0.0,0.0
"(0, 1)",75.8,0.3031666666666667
"(0, 2)",5775.99,17.5875
"(0, 3)",67.5,0.26999999999999996
"(0, 4)",376.38,1.5055
"(0, 5)",415.54,1.6621666666666668
"(0, 6)",1289.24,4.222666666666667
"(0, 7)",1541.0,4.726166666666667
"(0, 8)",1463.42,4.571
"(0, 9)",7503.99,21.1055
"(0, 10)",1520.02,4.684166666666667
"(0, 11)",7627.86,21.353333333333335
"(0, 12)",128.06,0.5121666666666667
"(0, 13)",5787.82,17.61116666666667
"(0, 14)",10.33,0.04133333333333333
"(0, 15)",5913.89,17.863333333333333
"(0, 16)",1541.0,4.726166666666667
"(0, 17)",6434.55,18.966666666666665
"(0, 18)",449.83,1.7993333333333332
"(0, 19)",1138.34,3.9208333333333334
"(0, 20)",1259.0,4.162166666666667
"(0, 21)",1354.23,4.352666666666667
"(0, 22)",7505.95,21.109499999999997
"(0, 23)",6227.23,18.490000000000002
"(0, 24)",1869.52,5.383166666666667
"(0, 25)",7507.05,21.111666666666668
"(0, 26)",1144.34,3.9328333333333334
"(0, 27)",7157.43,20.4125
"(0, 28)",1500.58,4.645333333333333
"(0, 29)",183.45,0.7338333333333333
"(0, 30)",7576.18,21.25
"(0, 31)",1943.27,5.530666666666666
"(0, 32)",1512.15,4.6685
"(0, 33)",6284.22,18.604
"(0, 34)",1943.27,5.530666666666666
"(0, 35)",462.31,1.8491666666666666
"(0, 36)",1943.27,5.530666666666666
"(0, 37)",7691.46,21.4805
"(0, 38)",202.59,0.8103333333333332
"(0, 39)",107.02,0.428
"(0, 40)",7606.58,21.31066666666667
"(0, 41)",282.52,1.13
"(0, 42)",1066.29,3.7768333333333337
"(0, 43)",6806.73,19.711000000000002
"(0, 44)",482.4,1.9295
"(0, 45)",89.5,0.358
"(0, 46)",5923.04,17.881666666666668
"(0, 47)",6148.55,18.332666666666668
"(0, 48)",1943.27,5.530666666666666
"(0, 49)",1186.08,4.744166666666667
"(0, 50)",269.42,1.0776666666666666
"(1, 0)",75.8,0.3031666666666667
"(1, 1)",0.0,0.0
"(1, 2)",5700.19,17.284333333333333
"(1, 3)",143.3,0.5731666666666667
"(1, 4)",300.58,1.2023333333333333
"(1, 5)",491.34,1.9653333333333334
"(1, 6)",1365.04,4.525833333333334
"(1, 7)",1616.8,5.029333333333333
"(1, 8)",1539.22,4.8741666666666665
"(1, 9)",7428.19,20.802333333333333
"(1, 10)",1595.82,4.987333333333334
"(1, 11)",7552.06,21.050166666666666
"(1, 12)",203.87,0.8155
"(1, 13)",5712.02,17.308
"(1, 14)",86.13,0.34450000000000003
"(1, 15)",5838.09,17.560166666666664
"(1, 16)",1616.8,5.029333333333333
"(1, 17)",6358.75,18.6635
"(1, 18)",525.63,2.1025
"(1, 19)",1214.14,4.224166666666666
"(1, 20)",1334.8,4.465333333333334
"(1, 21)",1430.03,4.655833333333334
"(1, 22)",7430.15,20.806333333333335
"(1, 23)",6151.43,18.186833333333333
"(1, 24)",1945.32,5.686333333333334
"(1, 25)",7431.25,20.8085
"(1, 26)",1220.14,4.236
"(1, 27)",7081.63,20.109333333333332
"(1, 28)",1576.38,4.9485
"(1, 29)",107.65,0.43049999999999994
"(1, 30)",7500.38,20.946666666666665
"(1, 31)",2019.07,5.833833333333333
"(1, 32)",1587.95,4.971666666666667
"(1, 33)",6208.42,18.300833333333333
"(1, 34)",2019.07,5.833833333333333
"(1, 35)",538.11,2.152333333333333
"(1, 36)",2019.07,5.833833333333333
"(1, 37)",7615.66,21.177333333333333
"(1, 38)",126.79,0.5071666666666667
"(1, 39)",31.22,0.12483333333333334
"(1, 40)",7530.78,21.0075
"(1, 41)",206.72,0.8268333333333333
"(1, 42)",1142.09,4.08
"(1, 43)",6730.93,19.407833333333333
"(1, 44)",406.6,1.6263333333333332
"(1, 45)",13.7,0.05483333333333333
"(1, 46)",5847.24,17.578333333333333
"(1, 47)",6072.75,18.0295
"(1, 48)",2019.07,5.833833333333333
"(1, 49)",1261.88,5.0475
"(1, 50)",345.22,1.3808333333333331
"(2, 0)",5775.99,17.5875
"(2, 1)",5700.19,17.284333333333333
"(2, 2)",0.0,0.0
"(2, 3)",5843.49,17.8575
"(2, 4)",5399.61,16.082
"(2, 5)",6191.54,19.249666666666666
"(2, 6)",7065.23,21.810166666666664
"(2, 7)",7316.99,22.313666666666666
"(2, 8)",7239.41,22.1585
"(2, 9)",2352.99,4.768
"(2, 10)",7296.01,22.271666666666665
"(2, 11)",2476.86,5.015666666666666
"(2, 12)",5904.06,18.099666666666668
"(2, 13)",11.83,0.023666666666666666
"(2, 14)",5786.32,17.628833333333333
"(2, 15)",137.9,0.2758333333333333
"(2, 16)",7316.99,22.313666666666666
"(2, 17)",1283.55,2.6291666666666664
"(2, 18)",6225.82,19.386833333333335
"(2, 19)",6914.33,21.508333333333333
"(2, 20)",7034.99,21.749666666666666
"(2, 21)",7130.22,21.940166666666666
"(2, 22)",2354.95,4.772
"(2, 23)",1076.23,2.1525
"(2, 24)",7645.51,22.970666666666666
"(2, 25)",2356.05,4.774166666666666
"(2, 26)",6920.33,21.520333333333333
"(2, 27)",2006.43,4.074833333333333
"(2, 28)",7276.57,22.232833333333332
"(2, 29)",5592.55,16.853833333333334
"(2, 30)",2425.18,4.912333333333334
"(2, 31)",7719.26,23.118166666666664
"(2, 32)",7288.14,22.255999999999997
"(2, 33)",1133.23,2.2665
"(2, 34)",7719.26,23.118166666666664
"(2, 35)",6238.3,19.436666666666667
"(2, 36)",7719.26,23.118166666666664
"(2, 37)",2540.46,5.143
"(2, 38)",5573.4,16.777166666666666
"(2, 39)",5668.98,17.159499999999998
"(2, 40)",2455.58,4.973166666666667
"(2, 41)",5493.47,16.4575
"(2, 42)",6842.28,21.36433333333333
"(2, 43)",1655.73,3.3735
"(2, 44)",5293.59,15.658
"(2, 45)",5686.49,17.229499999999998
"(2, 46)",147.05,0.29416666666666663
"(2, 47)",997.55,1.9951666666666665
"(2, 48)",7719.26,23.118166666666664
"(2, 49)",6962.07,22.331833333333336
"(2, 50)",6045.42,18.665166666666668
"(3, 0)",67.5,0.26999999999999996
"(3, 1)",143.3,0.5731666666666667
"(3, 2)",5843.49,17.8575
"(3, 3)",0.0,0.0
"(3, 4)",443.88,1.7755
"(3, 5)",348.04,1.3921666666666668
"(3, 6)",1221.74,3.9526666666666666
"(3, 7)",1473.5,4.456166666666666
"(3, 8)",1395.92,4.301
"(3, 9)",7571.49,21.3755
"(3, 10)",1452.52,4.414166666666667
"(3, 11)",7695.36,21.623333333333335
"(3, 12)",60.57,0.24216666666666664
"(3, 13)",5855.32,17.881166666666665
"(3, 14)",57.17,0.22866666666666668
"(3, 15)",5981.39,18.133333333333333
"(3, 16)",1473.5,4.456166666666666
"(3, 17)",6502.05,19.236666666666668
"(3, 18)",382.33,1.5293333333333334
"(3, 19)",1070.84,3.6508333333333334
"(3, 20)",1191.5,3.8921666666666668
"(3, 21)",1286.73,4.082666666666666
"(3, 22)",7573.45,21.3795
"(3, 23)",6294.73,18.759999999999998
"(3, 24)",1802.02,5.113166666666667
"(3, 25)",7574.55,21.381666666666668
"(3, 26)",1076.84,3.6628333333333334
"(3, 27)",7224.93,20.6825
"(3, 28)",1433.08,4.375333333333333
"(3, 29)",250.95,1.0036666666666667
"(3, 30)",7643.68,21.519833333333334
"(3, 31)",1875.77,5.260666666666666
"(3, 32)",1444.65,4.3985
"(3, 33)",6351.72,18.874000000000002
"(3, 34)",1875.77,5.260666666666666
"(3, 35)",394.81,1.5791666666666666
"(3, 36)",1875.77,5.260666666666666
"(3, 37)",7758.96,21.7505
"(3, 38)",270.09,1.0803333333333331
"(3, 39)",174.51,0.6980000000000001
"(3, 40)",7674.08,21.580666666666666
"(3, 41)",350.02,1.4
"(3, 42)",998.79,3.5068333333333332
"(3, 43)",6874.23,19.980999999999998
"(3, 44)",549.9,2.1995
"(3, 45)",157.0,0.628
"(3, 46)",5990.54,18.1515
"(3, 47)",6216.05,18.602666666666668
"(3, 48)",1875.77,5.260666666666666
"(3, 49)",1118.58,4.474166666666666
"(3, 50)",201.92,0.8076666666666666
"(4, 0)",376.38,1.5055
"(4, 1)",300.58,1.2023333333333333
"(4, 2)",5399.61,16.082
"(4, 3)",443.88,1.7755
"(4, 4)",0.0,0.0
"(4, 5)",791.93,3.167666666666667
"(4, 6)",1665.62,5.728166666666667
"(4, 7)",1917.38,6.2316666666666665
"(4, 8)",1839.8,6.076499999999999
"(4, 9)",7127.61,19.600166666666667
"(4, 10)",1896.4,6.189666666666667
"(4, 11)",7251.48,19.84783333333333
"(4, 12)",504.45,2.0176666666666665
"(4, 13)",5411.44,16.105666666666668
"(4, 14)",386.71,1.5468333333333333
"(4, 15)",5537.51,16.357833333333332
"(4, 16)",1917.38,6.2316666666666665
"(4, 17)",6058.17,17.461333333333336
"(4, 18)",826.21,3.3046666666666664
"(4, 19)",1514.72,5.426333333333333
"(4, 20)",1635.38,5.667666666666666
"(4, 21)",1730.61,5.8581666666666665
"(4, 22)",7129.56,19.604
"(4, 23)",5850.85,16.9845
"(4, 24)",2245.9,6.8886666666666665
"(4, 25)",7130.67,19.606166666666663
"(4, 26)",1520.72,5.4383333333333335
"(4, 27)",6781.05,18.907
"(4, 28)",1876.96,6.150833333333334
"(4, 29)",192.94,0.7716666666666666
"(4, 30)",7199.8,19.744500000000002
"(4, 31)",2319.65,7.0361666666666665
"(4, 32)",1888.53,6.1739999999999995
"(4, 33)",5907.84,17.0985
"(4, 34)",2319.65,7.0361666666666665
"(4, 35)",838.69,3.3546666666666667
"(4, 36)",2319.65,7.0361666666666665
"(4, 37)",7315.08,19.975
"(4, 38)",173.79,0.6951666666666667
"(4, 39)",269.37,1.0775000000000001
"(4, 40)",7230.19,19.805166666666665
"(4, 41)",93.86,0.3755
"(4, 42)",1442.67,5.282333333333333
"(4, 43)",6430.35,18.205666666666666
"(4, 44)",106.02,0.424
"(4, 45)",286.88,1.1475
"(4, 46)",5546.66,16.376166666666666
"(4, 47)",5772.17,16.827166666666667
"(4, 48)",2319.65,7.0361666666666665
"(4, 49)",1562.46,6.249666666666667
"(4, 50)",645.81,2.5831666666666666
"(5, 0)",415.54,1.6621666666666668
"(5, 1)",491.34,1.9653333333333334
"(5, 2)",6191.54,19.249666666666666
"(5, 3)",348.04,1.3921666666666668
"(5, 4)",791.93,3.167666666666667
"(5, 5)",0.0,0.0
"(5, 6)",873.69,2.5604999999999998
"(5, 7)",1125.45,3.064
"(5, 8)",1047.88,2.9088333333333334
"(5, 9)",7919.53,22.767666666666667
"(5, 10)",1104.48,3.022
"(5, 11)",8043.4,23.0155
"(5, 12)",287.48,1.1498333333333333
"(5, 13)",6203.36,19.273333333333333
"(5, 14)",405.22,1.6208333333333333
"(5, 15)",6329.43,19.5255
"(5, 16)",1125.45,3.064
"(5, 17)",6850.1,20.628833333333333
"(5, 18)",34.29,0.13716666666666666
"(5, 19)",722.79,2.2586666666666666
"(5, 20)",843.46,2.5
"(5, 21)",938.68,2.6905
"(5, 22)",7921.49,22.771666666666665
"(5, 23)",6642.77,20.15216666666667
"(5, 24)",1453.98,3.7209999999999996
"(5, 25)",7922.6,22.773833333333336
"(5, 26)",728.8,2.2706666666666666
"(5, 27)",7572.98,22.074666666666666
"(5, 28)",1085.04,2.983166666666667
"(5, 29)",598.99,2.3958333333333335
"(5, 30)",7991.73,22.912
"(5, 31)",1527.72,3.8685
"(5, 32)",1096.6,3.006333333333333
"(5, 33)",6699.77,20.266166666666667
"(5, 34)",1527.72,3.8685
"(5, 35)",46.76,0.187
"(5, 36)",1527.72,3.8685
"(5, 37)",8107.0,23.142666666666667
"(5, 38)",618.13,2.4724999999999997
"(5, 39)",522.56,2.0901666666666667
"(5, 40)",8022.12,22.97283333333333
"(5, 41)",698.06,2.7921666666666667
"(5, 42)",650.74,2.1146666666666665
"(5, 43)",7222.28,21.37316666666667
"(5, 44)",897.95,3.591666666666667
"(5, 45)",505.04,2.0201666666666664
"(5, 46)",6338.59,19.543666666666663
"(5, 47)",6564.09,19.994833333333332
"(5, 48)",1527.72,3.8685
"(5, 49)",770.53,3.0821666666666667
"(5, 50)",146.13,0.5845
"(6, 0)",1289.24,4.222666666666667
"(6, 1)",1365.04,4.525833333333334
"(6, 2)",7065.23,21.810166666666664
"(6, 3)",1221.74,3.9526666666666666
"(6, 4)",1665.62,5.728166666666667
"(6, 5)",873.69,2.5604999999999998
"(6, 6)",0.0,0.0
"(6, 7)",251.76,0.5035000000000001
"(6, 8)",174.18,0.34833333333333333
"(6, 9)",8793.23,25.328166666666668
"(6, 10)",230.78,0.4615
"(6, 11)",8917.1,25.576
"(6, 12)",1161.17,3.7104999999999997
"(6, 13)",7077.06,21.83383333333333
"(6, 14)",1278.91,4.181333333333333
"(6, 15)",7203.13,22.086000000000002
"(6, 16)",251.76,0.5035000000000001
"(6, 17)",7723.79,23.18933333333333
"(6, 18)",839.41,2.4233333333333333
"(6, 19)",150.9,0.30183333333333334
"(6, 20)",30.24,0.0605
"(6, 21)",64.99,0.13
"(6, 22)",8795.19,25.332166666666666
"(6, 23)",7516.47,22.712666666666667
"(6, 24)",580.28,1.1604999999999999
"(6, 25)",8796.29,25.334333333333333
"(6, 26)",144.9,0.28983333333333333
"(6, 27)",8446.67,24.635166666666663
"(6, 28)",211.34,0.42266666666666663
"(6, 29)",1472.68,4.9565
"(6, 30)",8865.42,25.472666666666665
"(6, 31)",654.03,1.308
"(6, 32)",222.91,0.4458333333333333
"(6, 33)",7573.46,22.826666666666664
"(6, 34)",654.03,1.308
"(6, 35)",826.93,2.3735
"(6, 36)",654.03,1.308
"(6, 37)",8980.7,25.703166666666668
"(6, 38)",1491.83,5.033
"(6, 39)",1396.25,4.650666666666667
"(6, 40)",8895.81,25.53333333333333
"(6, 41)",1571.76,5.352666666666667
"(6, 42)",222.95,0.4458333333333333
"(6, 43)",8095.97,23.933666666666667
"(6, 44)",1771.64,6.152166666666666
