,lat,lon
0,39.304183,-88.09845
1,39.295765,-88.101113
2,39.296972,-88.096513
3,39.305492,-88.091785
4,39.304288,-88.093879
5,39.304213,-88.089439
6,39.311474,-88.111079
7,39.295379,-88.110695
8,39.316241,-88.101621
9,39.309759,-88.111044
10,39.316795,-88.101604
11,39.297552,-88.102295
12,39.296926,-88.099185
13,39.297057,-88.089286
14,39.308609,-88.091762
15,39.297552,-88.102295
16,39.316241,-88.101621
17,39.299496,-88.101135
18,39.316241,-88.101621
19,39.318519,-88.089535
20,39.301518,-88.101144
21,39.309213,-88.111032
22,39.297,-88.095028
23,39.296991,-88.095489
24,39.29706,-88.089635
25,39.307192,-88.09177
26,39.316241,-88.101621
27,39.307558,-88.091768
28,39.303974,-88.105909
29,39.318707,-88.099321
30,39.296609,-88.111234
31,39.31856,-88.091848
32,39.318725,-88.09999
33,39.297552,-88.102295
34,39.296619,-88.111072
35,39.316241,-88.101621
36,39.297552,-88.102295
37,39.318575,-88.094523
38,39.316241,-88.101621
39,39.304326,-88.091769
40,39.309752,-88.111044
41,39.303909,-88.107291
42,39.304012,-88.105241
43,39.30961,-88.111041
44,39.307925,-88.091766
45,39.310651,-88.111062
46,39.318579,-88.094702
47,39.313844,-88.091837
48,39.316241,-88.101621
49,39.296932,-88.098857
50,39.296995,-88.095261
