,lat,lon
0,41.747007,-87.783225
1,41.746636,-87.778717
2,41.742944,-87.782128
3,41.743668,-87.784921
4,41.744701,-87.785504
5,41.745099,-87.784981
6,41.743818,-87.782737
7,41.747196,-87.782008
8,41.74834,-87.786135
9,41.743828,-87.782271
10,41.742966,-87.780726
11,41.743843,-87.781583
12,41.742014,-87.782128
13,41.742985,-87.779487
14,41.748935,-87.782077
15,41.742585,-87.778796
16,41.744853,-87.783744
17,41.749297,-87.783906
18,41.744201,-87.780063
19,41.743849,-87.778841
20,41.742833,-87.784884
21,41.746148,-87.781344
22,41.742033,-87.779122
23,41.74765,-87.780193
24,41.742038,-87.780886
25,41.745489,-87.784995
26,41.748995,-87.778587
27,41.747713,-87.781402
28,41.745121,-87.786182
29,41.743835,-87.781933
30,41.748445,-87.780553
31,41.749277,-87.781467
32,41.749415,-87.786362
33,41.746032,-87.781342
34,41.74284,-87.780022
35,41.749072,-87.786351
36,41.746067,-87.786213
37,41.744771,-87.781418
38,41.7447,-87.785539
39,41.749717,-87.783925
40,41.747633,-87.783848
41,41.745869,-87.78501
42,41.742881,-87.786103
43,41.742954,-87.781501
44,41.743862,-87.780662
45,41.746625,-87.779329
46,41.743783,-87.778839
47,41.745102,-87.782545
48,41.749114,-87.785131
49,41.742996,-87.784891
50,41.748361,-87.784837
