,lat,lon
0,40.567825,-90.035595
1,40.572585,-90.039747
2,40.576312,-90.031793
3,40.571745,-90.048327
4,40.576408,-90.054359
5,40.565557,-90.04833
6,40.56842,-90.048393
7,40.554596,-90.042832
8,40.564514,-90.050736
9,40.563024,-90.045966
10,40.558643,-90.050955
11,40.566089,-90.051699
12,40.565362,-90.040077
13,40.563647,-90.043939
14,40.576408,-90.054359
15,40.566667,-90.038691
16,40.575343,-90.048251
17,40.566068,-90.041459
18,40.571245,-90.041141
19,40.573009,-90.0483
20,40.567383,-90.048413
21,40.575186,-90.037853
22,40.567457,-90.054166
23,40.575186,-90.037448
24,40.559125,-90.0545
25,40.559399,-90.031958
26,40.567022,-90.052828
27,40.561035,-90.046316
28,40.564,-90.04536
29,40.555409,-90.034364
30,40.569631,-90.043312
31,40.573885,-90.048282
32,40.553948,-90.048637
33,40.573872,-90.048282
34,40.566395,-90.041637
35,40.574242,-90.048274
36,40.558435,-90.05306
37,40.552983,-90.033555
38,40.553932,-90.049449
39,40.575484,-90.048248
40,40.559854,-90.047803
41,40.570918,-90.033877
42,40.554555,-90.054617
43,40.572549,-90.043008
44,40.564815,-90.051089
45,40.569571,-90.048371
46,40.574173,-90.041319
47,40.57109,-90.048341
48,40.555395,-90.034364
49,40.575287,-90.03325
50,40.573381,-90.048293
