,lat,lon
0,40.110469,-88.194545
1,40.118226,-88.200818
2,40.107142,-88.192953
3,40.122921,-88.194661
4,40.113135,-88.190831
5,40.110358,-88.196855
6,40.10775,-88.193953
7,40.115078,-88.188329
8,40.115614,-88.195485
9,40.117043,-88.190984
10,40.12054,-88.187867
11,40.109685,-88.20134
12,40.119186,-88.188898
13,40.108277,-88.201308
14,40.119044,-88.193058
15,40.116942,-88.195816
16,40.115458,-88.190456
17,40.116151,-88.195664
18,40.112954,-88.194538
19,40.116858,-88.201695
20,40.118613,-88.192718
21,40.123229,-88.202826
22,40.122172,-88.191349
23,40.11362,-88.200275
24,40.118613,-88.192718
25,40.11516,-88.198998
26,40.111776,-88.202606
27,40.110023,-88.200864
28,40.115078,-88.188349
29,40.113519,-88.199218
30,40.108023,-88.193332
31,40.113218,-88.197862
32,40.118635,-88.195429
33,40.115105,-88.189445
34,40.116364,-88.202842
35,40.122088,-88.192977
36,40.107022,-88.193307
37,40.109348,-88.198647
38,40.111963,-88.192242
39,40.121611,-88.196908
40,40.117635,-88.190409
41,40.107712,-88.198795
42,40.117771,-88.190994
43,40.108911,-88.192736
44,40.107322,-88.191672
45,40.119313,-88.196575
46,40.115711,-88.19141
47,40.114145,-88.199239
48,40.121166,-88.192998
49,40.115515,-88.203396
50,40.108895,-88.194519
