,lat,lon
0,38.327864,-88.956204
1,38.340776,-88.965146
2,38.341861,-88.968241
3,38.323911,-88.955614
4,38.337843,-88.969877
5,38.327543,-88.955593
6,38.323706,-88.95558
7,38.339657,-88.963274
8,38.324932,-88.959421
9,38.342034,-88.967964
10,38.337627,-88.969881
11,38.329421,-88.965702
12,38.340914,-88.954549
13,38.341279,-88.970631
14,38.343175,-88.972447
15,38.342597,-88.971254
16,38.336747,-88.969901
17,38.336628,-88.967607
18,38.32737,-88.955605
19,38.338612,-88.96986
20,38.336221,-88.969907
21,38.332591,-88.956758
22,38.329397,-88.969779
23,38.342707,-88.971481
24,38.33048,-88.970027
25,38.332969,-88.957
26,38.331013,-88.965188
27,38.335951,-88.955861
28,38.329422,-88.965789
29,38.329352,-88.955347
30,38.329428,-88.966318
31,38.329428,-88.966361
32,38.341246,-88.966858
33,38.32504,-88.96549
34,38.338362,-88.955628
35,38.32968,-88.955289
36,38.336576,-88.96528
37,38.336406,-88.953115
38,38.339075,-88.955522
39,38.326444,-88.969981
40,38.342146,-88.968883
41,38.336463,-88.960255
42,38.322925,-88.960637
43,38.33553,-88.955567
44,38.323135,-88.969978
45,38.325728,-88.955514
46,38.339125,-88.962186
47,38.324384,-88.96998
48,38.329399,-88.969352
49,38.334083,-88.957387
50,38.338256,-88.959351
