,lat,lon
0,40.369951,-90.368889
1,40.356329,-90.354408
2,40.368316,-90.364585
3,40.354108,-90.3555
4,40.35253,-90.353456
5,40.368252,-90.352232
6,40.368511,-90.35223
7,40.370868,-90.352232
8,40.356344,-90.355789
9,40.365973,-90.352253
10,40.368206,-90.352233
11,40.367974,-90.352235
12,40.354381,-90.35585
13,40.369951,-90.368889
14,40.370477,-90.367634
15,40.370409,-90.367425
16,40.351788,-90.351646
17,40.369951,-90.368889
18,40.36794,-90.364074
19,40.370477,-90.367634
20,40.370477,-90.367634
21,40.351685,-90.350042
22,40.354749,-90.356322
23,40.358862,-90.352449
24,40.356424,-90.360313
25,40.36794,-90.364074
26,40.352485,-90.36223
27,40.356503,-90.37127
28,40.362268,-90.352509
29,40.356347,-90.356056
30,40.370477,-90.367634
31,40.356488,-90.369011
32,40.367878,-90.352236
33,40.357802,-90.352474
34,40.371791,-90.352224
35,40.362292,-90.352516
36,40.370801,-90.369984
37,40.362531,-90.352588
38,40.356511,-90.372583
39,40.356424,-90.360295
40,40.369951,-90.368889
41,40.361632,-90.362045
42,40.366179,-90.361971
43,40.370457,-90.367704
44,40.354973,-90.362195
45,40.35634,-90.352568
46,40.370268,-90.369297
47,40.364037,-90.35228
48,40.35361,-90.362217
49,40.369966,-90.352245
50,40.356481,-90.367873
