,lat,lon
0,41.127272,-88.852447
1,41.122255,-88.844416
2,41.129198,-88.83971
3,41.137083,-88.850704
4,41.139539,-88.838454
5,41.123517,-88.848788
6,41.121589,-88.849481
7,41.12398,-88.850312
8,41.131628,-88.846265
9,41.128332,-88.849532
10,41.135445,-88.847742
11,41.127997,-88.841083
12,41.131393,-88.849151
13,41.135421,-88.841346
14,41.138971,-88.850593
15,41.128818,-88.843891
16,41.139466,-88.837117
17,41.133901,-88.84058
18,41.123112,-88.840196
19,41.136705,-88.846211
20,41.139534,-88.8398
21,41.123944,-88.847455
22,41.140014,-88.848042
23,41.127619,-88.841068
24,41.127273,-88.853238
25,41.133239,-88.840566
26,41.133827,-88.84128
27,41.124199,-88.85137
28,41.137659,-88.845111
29,41.122904,-88.840191
30,41.132993,-88.854663
31,41.136872,-88.847037
32,41.135528,-88.848017
33,41.123941,-88.847629
34,41.13436,-88.855003
35,41.14004,-88.851255
36,41.128169,-88.849338
37,41.130227,-88.839593
38,41.13302,-88.840559
39,41.14004,-88.851255
40,41.135436,-88.847287
41,41.134697,-88.835765
42,41.1337,-88.854701
43,41.131258,-88.848791
44,41.126359,-88.838341
45,41.14004,-88.851255
46,41.122175,-88.853216
47,41.128172,-88.83882
48,41.122817,-88.839843
49,41.136853,-88.838665
50,41.130112,-88.854619
