,lat,lon
0,39.996528,-88.394251
1,40.006646,-88.387585
2,40.005544,-88.387577
3,40.011145,-88.39366
4,39.996333,-88.387517
5,40.007701,-88.387593
6,40.011134,-88.395772
7,40.011139,-88.397725
8,40.003738,-88.387564
9,40.004874,-88.387572
10,39.99653,-88.393684
11,40.011141,-88.39445
12,39.996525,-88.398602
13,40.000457,-88.38755
14,40.01112,-88.38579
15,40.011142,-88.399292
16,39.996526,-88.395
17,40.002831,-88.38756
18,40.006571,-88.387584
19,40.00173,-88.387555
20,40.003947,-88.387565
21,40.002433,-88.387558
22,40.006455,-88.387584
23,40.011134,-88.396965
24,40.011145,-88.391049
25,40.011142,-88.390178
26,40.004995,-88.387573
27,39.996524,-88.398019
28,39.996531,-88.393128
29,40.006443,-88.387583
30,40.011145,-88.390895
31,40.002709,-88.387559
32,40.007831,-88.387594
33,40.011145,-88.391612
34,40.009329,-88.387602
35,39.996538,-88.390396
36,39.996545,-88.385351
37,40.009631,-88.387604
38,40.003101,-88.387561
39,40.011109,-88.384113
40,40.002186,-88.387557
41,40.011138,-88.397628
42,39.996524,-88.39733
43,40.011136,-88.395284
44,40.001216,-88.387553
45,39.996524,-88.397345
46,40.011116,-88.385262
47,39.997037,-88.387523
48,40.002311,-88.387558
49,40.011134,-88.396975
50,39.996526,-88.400036
