,lat,lon
0,37.568314,-88.921862
1,37.564523,-88.934525
2,37.575505,-88.925133
3,37.568695,-88.937495
4,37.573581,-88.919491
5,37.578133,-88.935989
6,37.561269,-88.937076
7,37.560607,-88.937651
8,37.56274,-88.936062
9,37.572763,-88.931757
10,37.573581,-88.919491
11,37.556257,-88.920727
12,37.561987,-88.939862
13,37.567708,-88.920168
14,37.559566,-88.938931
15,37.570249,-88.919803
16,37.560212,-88.920709
17,37.559985,-88.93835
18,37.559549,-88.920644
19,37.579322,-88.916377
20,37.56228,-88.920678
21,37.560588,-88.937667
22,37.559412,-88.939133
23,37.559953,-88.920679
24,37.577619,-88.922248
25,37.577209,-88.93249
26,37.577126,-88.917118
27,37.569688,-88.921217
28,37.577838,-88.939486
29,37.560046,-88.920691
30,37.569768,-88.917738
31,37.576798,-88.932314
32,37.574323,-88.925913
33,37.571885,-88.924923
34,37.564393,-88.934672
35,37.55534,-88.920665
36,37.57776,-88.92259
37,37.562337,-88.936208
38,37.576713,-88.924299
39,37.564527,-88.934521
40,37.56068,-88.920727
41,37.560348,-88.920719
42,37.564076,-88.937856
43,37.575108,-88.922788
44,37.562468,-88.936138
45,37.578703,-88.916069
46,37.559911,-88.938456
47,37.573328,-88.931712
48,37.576515,-88.92454
49,37.569604,-88.937875
50,37.562733,-88.920624
