,lat,lon
0,42.272595,-89.122761
1,42.276603,-89.125159
2,42.273927,-89.122614
3,42.275691,-89.131067
4,42.278039,-89.131305
5,42.279828,-89.131144
6,42.279387,-89.129541
7,42.274088,-89.125131
8,42.284436,-89.122025
9,42.272789,-89.128238
10,42.281884,-89.122022
11,42.279578,-89.12703
12,42.275717,-89.127471
13,42.279381,-89.128268
14,42.283007,-89.12144
15,42.272948,-89.12433
16,42.28375,-89.119602
17,42.277935,-89.119603
18,42.275111,-89.122526
19,42.281508,-89.123207
20,42.279839,-89.12725
21,42.284519,-89.123236
22,42.273787,-89.125814
23,42.278692,-89.12469
24,42.27761,-89.129542
25,42.281786,-89.125783
26,42.273676,-89.126492
27,42.281446,-89.125799
28,42.27368,-89.126891
29,42.283786,-89.120806
30,42.273656,-89.13077
31,42.273127,-89.121228
32,42.272393,-89.130815
33,42.27521,-89.126993
34,42.284257,-89.126761
35,42.282036,-89.120433
36,42.283008,-89.121382
37,42.272783,-89.129431
38,42.281753,-89.123211
39,42.27822,-89.125782
40,42.274007,-89.128236
41,42.284023,-89.12024
42,42.284015,-89.121515
43,42.276577,-89.124613
44,42.280184,-89.12954
45,42.276203,-89.122427
46,42.28164,-89.122021
47,42.274752,-89.122554
48,42.276759,-89.128369
49,42.273293,-89.125811
50,42.284257,-89.126977
