,lat,lon
0,37.412826,-88.837869
1,37.41017,-88.842484
2,37.402802,-88.857001
3,37.417093,-88.8378
4,37.415101,-88.853599
5,37.41096,-88.847314
6,37.411118,-88.848278
7,37.423222,-88.841523
8,37.41171,-88.851883
9,37.411445,-88.850266
10,37.42223,-88.834907
11,37.415497,-88.837802
12,37.421926,-88.835634
13,37.410727,-88.845898
14,37.404977,-88.836419
15,37.412775,-88.857522
16,37.422557,-88.834401
17,37.410163,-88.842444
18,37.412347,-88.855717
19,37.405532,-88.836334
20,37.411039,-88.847797
21,37.413254,-88.837859
22,37.404865,-88.836435
23,37.422381,-88.855193
24,37.407122,-88.834519
25,37.415479,-88.853367
26,37.415841,-88.837801
27,37.424376,-88.855756
28,37.405664,-88.835591
29,37.420407,-88.84674
30,37.422381,-88.855193
31,37.413243,-88.854151
32,37.400735,-88.85312
33,37.401445,-88.854255
34,37.410428,-88.844071
35,37.411653,-88.851532
36,37.418874,-88.837785
37,37.422381,-88.855193
38,37.410723,-88.845872
39,37.420421,-88.845693
40,37.40134,-88.854087
41,37.411641,-88.851461
42,37.402994,-88.836691
43,37.421686,-88.836276
44,37.402539,-88.856004
45,37.399917,-88.852389
46,37.419646,-88.83778
47,37.413874,-88.837839
48,37.419329,-88.837779
49,37.421607,-88.836579
50,37.412836,-88.857733
