key,Distance,Time
"(1, 1)",0.0,0.0
"(1, 2)",524.1,6.289166666666667
"(1, 3)",2194.67,26.336000000000002
"(1, 4)",402.49,4.829833333333333
"(1, 5)",200.48,2.405666666666667
"(1, 6)",470.41,5.644833333333334
"(1, 7)",1754.55,21.0545
"(1, 8)",764.28,9.171333333333333
"(1, 9)",855.02,10.260166666666667
"(1, 10)",2244.62,26.935333333333332
"(1, 11)",623.85,7.486166666666667
"(1, 12)",975.33,11.703833333333334
"(1, 13)",2337.49,28.049833333333332
"(1, 14)",2392.08,28.705
"(1, 15)",950.54,11.406333333333333
"(1, 16)",1075.08,12.900833333333333
"(1, 17)",724.31,8.6915
"(1, 18)",1933.69,23.204166666666666
"(1, 19)",593.46,7.121333333333332
"(1, 20)",171.44,2.057166666666667
"(1, 21)",2307.89,27.6945
"(1, 22)",2034.55,24.414499999999997
"(1, 23)",135.44,1.6251666666666666
"(1, 24)",856.36,10.276166666666667
"(1, 25)",2228.49,26.741833333333332
"(1, 26)",1457.12,17.48533333333333
"(1, 27)",448.08,5.377
"(1, 28)",19.7,0.2363333333333333
"(1, 29)",549.47,6.5935
"(1, 30)",723.8,8.6855
"(1, 31)",1592.47,19.109499999999997
"(1, 32)",227.65,2.7318333333333333
"(1, 33)",1942.69,23.312166666666666
"(1, 34)",547.09,6.5649999999999995
"(1, 35)",157.77,1.8931666666666667
"(1, 36)",216.1,2.593166666666667
"(1, 37)",2273.64,27.2835
"(1, 38)",1707.5,20.490000000000002
"(1, 39)",875.26,10.502999999999998
"(1, 40)",543.23,6.518666666666666
"(1, 41)",792.75,9.513
"(1, 42)",1129.23,13.550666666666666
"(1, 43)",511.68,6.140166666666667
"(1, 44)",552.27,6.627166666666667
"(1, 45)",2277.63,27.331500000000002
"(1, 46)",50.61,0.6073333333333333
"(1, 47)",171.19,2.0541666666666667
"(1, 48)",884.82,10.617833333333333
"(1, 49)",1082.86,12.994166666666667
"(1, 50)",1918.07,23.016666666666666
"(2, 1)",524.1,6.289166666666667
"(2, 2)",0.0,0.0
"(2, 3)",1907.86,22.894333333333336
"(2, 4)",926.59,11.119
"(2, 5)",724.58,8.694833333333333
"(2, 6)",994.52,11.934
"(2, 7)",1467.74,17.612833333333334
"(2, 8)",240.18,2.8821666666666665
"(2, 9)",568.21,6.8185
"(2, 10)",1957.81,23.493666666666666
"(2, 11)",1147.95,13.775333333333332
"(2, 12)",451.23,5.414833333333333
"(2, 13)",2050.68,24.608
"(2, 14)",2105.27,25.263333333333332
"(2, 15)",663.73,7.964666666666666
"(2, 16)",788.27,9.459166666666667
"(2, 17)",437.5,5.249833333333333
"(2, 18)",1646.88,19.7625
"(2, 19)",306.65,3.6796666666666664
"(2, 20)",695.54,8.346333333333332
"(2, 21)",2021.08,24.252833333333335
"(2, 22)",1747.74,20.97283333333333
"(2, 23)",659.54,7.914333333333333
"(2, 24)",569.55,6.834499999999999
"(2, 25)",1941.68,23.300166666666666
"(2, 26)",1170.31,14.043666666666667
"(2, 27)",972.18,11.666166666666667
"(2, 28)",504.4,6.052833333333334
"(2, 29)",262.66,3.1518333333333337
"(2, 30)",436.99,5.243833333333333
"(2, 31)",1305.66,15.667833333333334
"(2, 32)",751.75,9.020999999999999
"(2, 33)",1655.88,19.8705
"(2, 34)",260.28,3.1233333333333335
"(2, 35)",681.87,8.182333333333332
"(2, 36)",308.0,3.6959999999999997
