,lat,lon
0,40.092189,-91.005247
1,40.095344,-91.008736
2,40.093436,-91.008811
3,40.097519,-91.008659
4,40.092117,-91.000249
5,40.106284,-91.01047
6,40.098365,-91.008628
7,40.106099,-91.002022
8,40.092108,-90.996092
9,40.100046,-91.008574
10,40.092133,-91.000921
11,40.101525,-91.008527
12,40.106088,-91.001268
13,40.092104,-90.996865
14,40.094375,-91.008775
15,40.107232,-91.00646
16,40.092146,-91.001925
17,40.088581,-91.012496
18,40.106084,-91.00102
19,40.102257,-91.008497
20,40.087671,-91.009031
21,40.090071,-91.008941
22,40.092104,-90.996954
23,40.089683,-91.008956
24,40.106312,-91.011676
25,40.106196,-91.007656
26,40.102425,-91.008491
27,40.106014,-90.997561
28,40.087278,-91.009048
29,40.100195,-91.008569
30,40.092103,-90.997182
31,40.092102,-90.997218
32,40.106102,-91.002214
33,40.101193,-91.008542
34,40.106063,-90.999859
35,40.092099,-90.997974
36,40.091046,-91.008904
37,40.092136,-91.001214
38,40.106111,-91.003201
39,40.092101,-90.997627
40,40.092106,-90.996546
41,40.088578,-91.013442
42,40.092149,-91.00216
43,40.092148,-91.002108
44,40.0971,-91.008675
45,40.106244,-91.008667
46,40.106336,-91.01271
47,40.093362,-91.008812
48,40.106374,-91.016112
49,40.099507,-91.008591
50,40.106128,-91.004506
