,lat,lon
0,38.400086,-88.969064
1,38.403454,-88.96143
2,38.38457,-88.966259
3,38.395,-88.965288
4,38.387839,-88.97381
5,38.402616,-88.97484
6,38.402546,-88.980785
7,38.402546,-88.981291
8,38.402552,-88.977437
9,38.397414,-88.967242
10,38.387791,-88.976311
11,38.39289,-88.963526
12,38.401497,-88.970261
13,38.398512,-88.967995
14,38.402546,-88.97944
15,38.391757,-88.96281
16,38.387733,-88.979285
17,38.385714,-88.965434
18,38.398902,-88.968234
19,38.402549,-88.977576
20,38.398283,-88.961631
21,38.384682,-88.978796
22,38.393038,-88.963607
23,38.395714,-88.965918
24,38.387929,-88.969184
25,38.391224,-88.962376
26,38.402587,-88.976006
27,38.392201,-88.963176
28,38.388058,-88.961542
29,38.387879,-88.971742
30,38.397649,-88.967405
31,38.39786,-88.967551
32,38.398731,-88.968129
33,38.392424,-88.963289
34,38.402547,-88.978459
35,38.40256,-88.977138
36,38.384918,-88.978795
37,38.397834,-88.967532
38,38.402186,-88.970841
39,38.397339,-88.961904
40,38.402586,-88.976044
41,38.398103,-88.967719
42,38.402547,-88.978784
43,38.388063,-88.961261
44,38.403809,-88.961422
45,38.384713,-88.978795
46,38.402915,-88.961443
47,38.402546,-88.979542
48,38.383918,-88.978798
49,38.402547,-88.978577
50,38.383918,-88.978798
