,lat,lon
0,39.187009,-88.094937
1,39.186968,-88.102889
2,39.201424,-88.105823
3,39.189939,-88.098404
4,39.201848,-88.088542
5,39.19305,-88.098484
6,39.198057,-88.098655
7,39.189438,-88.098391
8,39.183276,-88.098223
9,39.18408,-88.098256
10,39.206274,-88.098872
11,39.201302,-88.109087
12,39.197767,-88.098636
13,39.186935,-88.103953
14,39.186972,-88.102765
15,39.201337,-88.108154
16,39.198979,-88.095325
17,39.205425,-88.098856
18,39.194059,-88.108261
19,39.206275,-88.098872
20,39.1869,-88.105123
21,39.190281,-88.098413
22,39.201517,-88.103259
23,39.187145,-88.088867
24,39.191163,-88.098431
25,39.187084,-88.091301
26,39.182183,-88.098189
27,39.194071,-88.107806
28,39.201782,-88.091542
29,39.193104,-88.098485
30,39.206345,-88.098873
31,39.205037,-88.098846
32,39.198979,-88.095325
33,39.20139,-88.106716
34,39.201329,-88.10835
35,39.186786,-88.109208
36,39.201549,-88.10239
37,39.20191,-88.085913
38,39.187238,-88.084131
39,39.194228,-88.103143
40,39.186833,-88.107567
41,39.187088,-88.091157
42,39.201755,-88.092929
43,39.18712,-88.089929
44,39.205462,-88.098857
45,39.201805,-88.090538
46,39.201452,-88.105031
47,39.187237,-88.084212
48,39.193564,-88.098498
49,39.201894,-88.086624
50,39.189037,-88.09838
