,lat,lon
0,38.291651,-88.795558
1,38.284346,-88.795532
2,38.302762,-88.794026
3,38.302777,-88.796248
4,38.299223,-88.812589
5,38.286977,-88.802253
6,38.302774,-88.795861
7,38.284496,-88.795533
8,38.303466,-88.80542
9,38.28695,-88.800277
10,38.289019,-88.79555
11,38.303106,-88.804105
12,38.290463,-88.813892
13,38.287058,-88.808432
14,38.299589,-88.812473
15,38.302774,-88.795825
16,38.303409,-88.80521
17,38.303092,-88.804057
18,38.290014,-88.813901
19,38.293251,-88.795563
20,38.305295,-88.812441
21,38.302828,-88.802453
22,38.303057,-88.803913
23,38.302807,-88.801816
24,38.289065,-88.795551
25,38.302783,-88.797254
26,38.296597,-88.797399
27,38.296682,-88.799928
28,38.303196,-88.804434
29,38.287017,-88.805283
30,38.291811,-88.813865
31,38.299223,-88.812589
32,38.301747,-88.812447
33,38.293755,-88.813826
34,38.296797,-88.800044
35,38.297512,-88.81375
36,38.287105,-88.811966
37,38.302875,-88.802965
38,38.287024,-88.805861
39,38.28693,-88.798779
40,38.302872,-88.812433
41,38.287021,-88.805604
42,38.299223,-88.812589
43,38.299806,-88.800014
44,38.300144,-88.812466
45,38.303291,-88.804783
46,38.302765,-88.794455
47,38.304399,-88.798562
48,38.299131,-88.813577
49,38.303869,-88.806887
50,38.287053,-88.808069
