,lat,lon
0,41.580325,-88.631903
1,41.580286,-88.635646
2,41.580223,-88.641625
3,41.580384,-88.626249
4,41.58032,-88.632333
5,41.580309,-88.63338
6,41.58759,-88.636131
7,41.587604,-88.634141
8,41.587577,-88.639223
9,41.594864,-88.637875
10,41.580323,-88.632087
11,41.587586,-88.637109
12,41.594869,-88.637272
13,41.587624,-88.631797
14,41.580362,-88.628375
15,41.580261,-88.637969
16,41.594833,-88.641983
17,41.594938,-88.628081
18,41.587593,-88.635556
19,41.580286,-88.635598
20,41.580381,-88.626545
21,41.58763,-88.631132
22,41.594858,-88.638665
23,41.580365,-88.628104
24,41.594825,-88.643008
25,41.587631,-88.631032
26,41.580224,-88.641491
27,41.594921,-88.630383
28,41.594945,-88.627103
29,41.580285,-88.635686
30,41.587585,-88.637421
31,41.594839,-88.641245
32,41.580398,-88.625008
33,41.580212,-88.642923
34,41.580231,-88.640845
35,41.580326,-88.631774
36,41.594883,-88.635311
37,41.587645,-88.629318
38,41.580336,-88.630863
39,41.594938,-88.628028
40,41.587674,-88.625905
41,41.594827,-88.642726
42,41.594953,-88.626097
43,41.587595,-88.635171
44,41.580268,-88.637301
45,41.5949,-88.6331
46,41.594919,-88.630565
47,41.587667,-88.626773
48,41.587582,-88.638091
49,41.587578,-88.638943
50,41.594906,-88.632386
