,lat,lon
0,41.144482,-88.829711
1,41.151756,-88.847625
2,41.153565,-88.835884
3,41.151977,-88.843206
4,41.1427,-88.847923
5,41.14631,-88.846444
6,41.151891,-88.839484
7,41.155292,-88.830481
8,41.143526,-88.833263
9,41.150005,-88.848809
10,41.150767,-88.840294
11,41.138276,-88.844673
12,41.148571,-88.829797
13,41.151531,-88.844367
14,41.140017,-88.846378
15,41.146586,-88.837581
16,41.144676,-88.836365
17,41.148597,-88.829797
18,41.145867,-88.835801
19,41.146304,-88.848649
20,41.147275,-88.842511
21,41.138276,-88.844665
22,41.151977,-88.843206
23,41.151891,-88.839484
24,41.150033,-88.829344
25,41.156269,-88.833671
26,41.139265,-88.841151
27,41.151533,-88.844086
28,41.144591,-88.846542
29,41.140017,-88.846164
30,41.139242,-88.830149
31,41.1449,-88.835283
32,41.150007,-88.831787
33,41.140016,-88.846859
34,41.140972,-88.830927
35,41.148043,-88.829798
36,41.150007,-88.841961
37,41.147161,-88.837572
38,41.143528,-88.833111
39,41.154876,-88.835889
40,41.151977,-88.843206
41,41.14026,-88.839795
42,41.143507,-88.839472
43,41.142687,-88.842009
44,41.138313,-88.838933
45,41.138284,-88.847795
46,41.143494,-88.836591
47,41.150975,-88.838374
48,41.143502,-88.839852
49,41.151891,-88.839484
50,41.156327,-88.830617
